51.5,-1.1166667
39.195,-94.68194
46.18806,-123.83
-36.1333333,144.75
33.52056,-86.8025
39.79,-75.23806
40.69361,-89.58889
36.34333,-88.85028
32.0666667,34.7666667
48.8833333,2.15
40.71417,-74.00639
51.45,5.4666667
29.42389,-98.49333
43.69556,-116.35306
40.03222,-74.95778
53.6772222,-6.3191667
45.4166667,-75.7
17.3833333,78.4666667
51.52721,0.14559
40.76083,-111.89028
53.5,-2.2166667
51.8630556,-8.58
-26.1666667,27.8666667
32.64,-117.08333
62.9,27.6833333
29.61944,-95.63472
40.71417,-74.00639
51.52721,0.14559
40.61278,-89.45917
37.22667,-121.97361
40.71417,-74.00639
25.77389,-80.19389
46.2333333,6.2
40.65,-73.95
52.3333333,4.7833333
38.96861,-77.34139
-27.1666667,152.95
33.44833,-112.07333
29.76306,-95.36306
43.77222,-72.81333
43.77222,-72.81333
34.33806,-84.37667
56.0333333,12.6166667
41.54278,-87.68472
29.76306,-95.36306
26.46111,-80.07306
51.4,-1.3166667
55.6666667,12.5833333
33.92417,-84.37861
53.4247222,-6.1758333
26.12194,-80.14361
-37.8166667,144.9666667
41.72972,-93.60556
35.72,-79.1775
40.91139,-73.78278
-28,153.4333333
50.8333333,4.3333333
49.25,-122.5
41.46444,-81.50889
53.2,-105.75
59.2833333,18.3
51.6766667,-2.0180556
43.64917,-72.31083
51.1166667,-0.8166667
46.5333333,6.6666667
50.9,-1.4
39.53306,-77.315
58.9666667,5.75
52.2666667,-113.8
35.14944,-90.04889
46.5166667,6.5
51.0833333,-114.0833333
44.1666667,-77.3833333
39.16194,-84.45694
49.6833333,-124.9333333
49.5855556,6.1230556
54.65,-5.7333333
45.4666667,9.2
40.63667,-74.15917
59.9166667,10.75
42.46444,-83.37639
34.01944,-118.49028
51.0833333,-114.0833333
49.25,-123.1333333
33.66944,-117.82222
52.3333333,7.9
51.9,-2.0833333
37.61917,-75.76417
54.8333333,11.15
21.30694,-157.85833
46.985,28.9425
30.66944,-81.46278
44.15,-79.8666667
37.9333333,-1.1333333
53.3122222,-6.2683333
25.72111,-80.26861
25.77389,-80.19389
49.25,-123.1333333
25.2097222,55.2477778
39.64778,-104.98722
50.7166667,-1.8833333
42.09722,-88.69278
26.2172222,50.5405556
49.4333333,1.0833333
26.30972,-80.2375
37.775,-122.41833
37.61917,-75.76417
49.0166667,-123.0833333
40.63667,-74.91028
37.77417,-87.11333
33.1425,-96.96917
50.7166667,-113.9666667
53.1333333,6.6333333
51.0833333,-114.0833333
45.3333333,-75.9
51.7166667,6.5
38.98056,-76.93722
19.7349,-155.9003
33.84917,-118.3875
33.61167,-111.71667
-27.5,153.0166667
41.37222,-73.73389
45.4,-73.9333333
50.8333333,4.3333333
41.85,-87.65
30.07972,-95.41694
33.11917,-117.08556
40.6166667,29.0666667
-25.8744444,28.1705556
53.9666667,-1.0833333
39.04361,-77.48778
34.05222,-118.24278
47.25028,-122.2925
40.71417,-74.00639
51.2666667,-1.0833333
52.0833333,4.3
33.9525,-84.55
29.76306,-95.36306
40.79861,-74.23944
52.35,4.9166667
33.94,-118.13167
52.7205556,-7.5825
55.8166667,12.4666667
47.2,8.75
50.0833333,8.45
37.88583,-122.11694
29.2891667,48.05
33.94556,-93.84694
51.4166667,-0.25
54.65,-1.6666667
53.6527778,-6.6813889
39.43361,-76.35806
39.43361,-76.35806
40.70694,-74.95639
38.25417,-85.75944
39.04361,-77.48778
62.45,-114.35
34.05222,-118.24278
40.71417,-74.00639
44.94444,-93.09306
40.71417,-74.00639
45.10778,-93.23778
49.8833333,-97.1666667
47.60639,-122.33083
39.83806,-75.15306
52.35,4.9166667
34.07528,-84.29417
38.895,-77.03667
59.9666667,10.6666667
41.1980556,29.0302778
38.895,-77.03667
45.5,-73.5833333
52.2666667,10.5333333
33.96083,-83.37806
34.09639,-83.76139
47.5333333,7.5666667
42.48944,-83.14472
42.48944,-83.14472
42.39583,-71.17917
41.02278,-73.56528
25.71222,-80.25722
38.90111,-77.26556
37.78,-121.97694
36.84667,-76.28556
36.84667,-76.28556
57.1333333,-2.1
-32.95,151.6666667
53.5333333,-2.6166667
39.01806,-77.20889
32.525,-93.75
32.525,-93.75
40.33667,-74.0475
54.8333333,-3.2833333
39.95222,-75.16417
33.74889,-84.38806
48.8666667,2.3333333
52.0333333,-0.7
51.05,13.75
40.71417,-74.00639
-24.8166667,152.4166667
42.33167,-71.12167
45.6,-73.6166667
32.81389,-96.94861
41.66417,-83.64333
37.38417,-122.23417
-33.8833333,151.2166667
40.66,-111.99556
-34.4333333,150.8833333
40.65,-73.95
38.29972,-122.66556
41.67361,-88.00167
37.50722,-122.25944
